headword,CEFR,pos,Translation
smoke,A1,noun,연기
smoker,B1,noun,흡연자
smokestack,B2,noun,굴뚝
smoking,A1,noun,흡연
smooth,A2,adjective,매끄러운
smoothly,A2,adverb,부드럽게
snack,A2,noun,간식
snake,A1,noun,뱀
snap,B2,verb,스냅
sneak,B2,verb,좀도둑
sneer,B2,noun,비웃음
sneeze,B1,noun,재채기
sniff,B2,verb,맡다
snore,B2,noun,코골이
snow,A1,noun,눈
snowball,B2,noun,스노볼
snowboard,B1,noun,스노우 보드
snowboarding,A2,noun,스노우 보드
snowstorm,B1,noun,눈보라
snowy,A1,adjective,눈이 내리는
so,A2,adverb,그래서
soak,B2,noun,담그다
soaked,B2,adjective,담근
soaking,B2,adjective,흠뻑 젖는
soap,A2,noun,비누
soap opera,B1,noun,드라마
soar,B2,verb,날기
sob,B2,verb,흐느낌
so-called,B2,adjective,소위
soccer,A1,noun,축구
sociable,B2,adjective,간친회
social,A1,adjective,사회의
social networking,B1,noun,소셜 네트워킹
socialize,B2,verb,사교
socially,B1,adverb,사회적으로
society,A2,noun,사회
sock,A2,noun,양말
soda,A2,noun,탄산 음료
sofa,A1,noun,소파
soft,A2,adjective,부드러운
soft drink,A2,noun,청량 음료
softly,A2,adverb,부드럽게
softness,B2,noun,연성
software,A2,noun,소프트웨어
soil,B2,noun,토양
solar,B2,adjective,태양
soldier,A2,noun,군인
solid,B1,adjective,단단한
solidity,B2,noun,견고
soliloquy,B2,noun,혼잣말
solo,B2,adjective,독주
solution,A2,noun,해결책
solve,A1,verb,해결하다
solvent,B2,noun,용제
somebody,A2,pronoun,어떤 사람
someday,A2,adverb,언젠가
somehow,B1,adverb,어떻게든
someone,A1,pronoun,누구
someplace,B1,adverb,어딘가
something,A1,pronoun,무엇
sometime,B1,adverb,언젠가
sometimes,B1,adverb,때때로
somewhat,B2,adverb,약간
somewhere,A2,adverb,어딘가에
son,A1,noun,아들
song,A1,noun,노래
son-in-law,B2,noun,며느리
sonnet,B2,noun,소네트
soon,A1,adverb,곧
soothe,B1,verb,달래다
sophisticated,B2,adjective,정교한
sophomore,B1,noun,2 학년
sore,B1,adjective,아픈
sorrow,B1,noun,슬픔
sorry,A1,adjective,죄송합니다
sort,B1,noun,종류
soul,B1,noun,영혼
sound,B2,adjective,소리
soundtrack,B2,noun,사운드 트랙
soup,A1,noun,국
sour,B1,adjective,시큼한
source,A2,noun,원천
south,A2,adjective,남쪽
southeast,B1,adjective,남동
southern,B1,adjective,남부 지방 사투리
southward,B2,adverb,남쪽으로
southwest,B1,adjective,남서
souvenir,B1,noun,기념품
Soviet,B2,noun,옛 소련
soybean,B2,noun,콩
spa,B2,noun,온천
space,A2,noun,공간
spaceship,A2,noun,우주선
spaghetti,A2,noun,스파게티
span,B2,verb,기간
spare,B2,adjective,여분의
sparerib,B2,noun,돼지 갈비
spark,B2,noun,불꽃
sparkle,B1,noun,불꽃
sparkling,B2,adjective,반짝임
sparrow,B2,noun,참새
speak,A1,verb,말하다
speaker,A2,noun,스피커
special,A1,adjective,특별한
specialist,B1,noun,전문가
specialize/specialise,B1,verb,전문화
specially,B1,adverb,특별히
specialty,B2,noun,전문
species,B2,noun,종
specific,A2,adjective,특정한
specifically,B2,adverb,구체적으로
specify,B2,verb,지정하다
spectacle,B2,noun,안경
spectacular,B1,adjective,장관
spectator,B1,noun,구경꾼
speech,A1,noun,연설
speed,A2,noun,속도
speeder,B2,noun,속구
spell,A1,noun,주문
spellbound,B2,adjective,홀린
spelling,B1,noun,철자
spend,A1,verb,경비
sphere,B1,noun,구체
spice,B1,noun,기미
spicy,B1,adjective,매운
spider,B1,noun,거미
spill,A2,verb,엎지르다
spin,B2,verb,회전
spinach,B1,noun,시금치
spiral,B1,adjective,나선
spirit,B1,noun,영혼
spiritual,B1,adjective,영적인
spite,B2,noun,악의
splash,B2,noun,튀김
splatter,B2,noun,튀김
split,A2,adjective,나뉘다
spoil,B1,verb,약탈
spokesman,B2,noun,대변인
spokeswoman,B2,noun,대변인
sponge,B1,noun,스펀지
sponsor,B1,noun,스폰서
spoon,A2,noun,숟가락
sport,A1,noun,스포츠
sports,B1,adjective,스포츠
sports center/sports centre,A2,noun,스포츠 센터
sportsmanship,B1,noun,운동가 정신
spot,A1,noun,점
spray,B2,noun,스프레이
spread,A2,noun,확산
spreadsheet,B2,noun,스프레드 시트
spring,A1,noun,봄
sprint,B2,noun,스프린트
spur,B2,noun,박차
spy,A1,noun,스파이
squad,B2,noun,분대
square,A2,adjective,정사각형
squash,B2,noun,스쿼시
squeeze,B2,verb,짜내다
stab,B2,verb,찌르다
stability,B2,noun,안정
stable,B1,adjective,안정적인
stack,B2,noun,스택
stadium,A2,noun,경기장
staff,A2,noun,직원
stage,A1,noun,단계
stagger,B2,noun,파상 배치
stain,B2,noun,얼룩
stair,A2,noun,계단
stake,B2,noun,말뚝
stall,B1,noun,마구간
stammer,B2,verb,더듬다
stamp,A2,noun,우표
stand,A1,noun,서다
standard,B2,adjective,기준
standby,B2,adjective,대기
standstill,B2,noun,가만히 서있다
stanza,B2,noun,절
star,A1,noun,별
stare,B1,verb,응시
start,A1,noun,시작
startle,B2,verb,펄쩍 뛰게 하다
starvation,B2,noun,굶주림
starve,B2,verb,굶어 죽다
starving,B2,adjective,굶주림
state,B2,adjective,상태
statement,A2,noun,성명
statesman,B2,noun,정치가
statewide,B2,adverb,주 전체
station,A1,noun,역
statistics,B2,noun,통계
statue,A2,noun,동상
status,B1,noun,상태
stay,B1,noun,머무르다
steadily,B1,adverb,꾸준히
steady,B1,adjective,꾸준한
steak,A2,noun,스테이크
steal,A2,verb,훔치다
steam,B1,noun,증기
steel,B1,noun,강철
steely,B2,adjective,견고한
steep,B1,adjective,험한
steer,B2,verb,조종하다
steering wheel,B2,noun,핸들
stem,B1,verb,줄기
step,A2,noun,단계
stepfather,B2,noun,의붓 아버지
stepmother,B2,noun,계모
stereotype,B2,noun,스테레오
stern,B2,adjective,고물
stew,B2,noun,스튜
stick,B2,noun,막대
sticker,B1,noun,상표
sticky,B1,adjective,어려운
stiff,B2,adjective,뻣뻣한
still,A1,adjective,아직
stimulant,B2,noun,흥분제
stimulate,B2,verb,자극
stimulation,B2,noun,자극
stingy,B2,adjective,적은
stink,B2,verb,악취
stir,B1,verb,젓다
stitch,B2,noun,땀
stock,B2,noun,재고
stock market,B2,noun,주식 시장
stockpile,B2,noun,비축
stomach,A2,noun,위
stomachache,A2,noun,복통
stone,A1,noun,결석
stonework,B2,noun,돌로 만든 물건
stool,B2,noun,발판
stop,A1,noun,멈추다
stopover,B2,noun,도중 하차
stopwatch,B2,noun,스톱워치
storage,B1,noun,저장
store,A1,noun,가게
storm,A2,noun,폭풍
stormy,B1,adjective,폭풍우 같은
story,A1,noun,이야기
storyteller,B1,noun,소설가
stove,A2,noun,난로
straight,A2,adjective,똑바로
straighten,B2,verb,바르게 되다
straightforward,B2,adjective,똑바로
strain,B1,noun,부담
strait,B2,noun,좁은
strand,B2,noun,바닷가
strange,A1,adjective,이상한
strangely,B1,adverb,이상하게도
stranger,A2,noun,낯선 사람
strangle,B2,verb,교살
strategic,B1,adjective,전략적
strategy,A2,noun,전략
straw,B1,noun,빨대
strawberry,B1,noun,딸기
stream,B1,noun,개울
street,A1,noun,거리
strength,A2,noun,힘
strengthen,B1,verb,강하게 하다
stress,B1,noun,스트레스
stressed,B1,adjective,스트레스
stressful,B1,adjective,스트레스가 많은
stretch,B1,verb,뻗기
stricken,B1,adjective,맞은
strict,A1,adjective,엄격한
strictly,B2,adverb,엄격하게
stride,B2,verb,보폭
strike,A2,noun,스트라이크
striking,B2,adjective,치는
string,A2,noun,끈
strip,B1,noun,조각
stripe,B1,noun,줄무늬
strive,B2,verb,애쓰다
stroke,B2,noun,뇌졸중
strong,A1,adjective,강한
strongly,A2,adverb,강하게
structure,A2,noun,구조
struggle,B1,noun,고심하다
stubborn,B1,adjective,고집스러운
stubbornly,B2,adverb,고집스럽게
stuck,B1,adjective,갇힌
student,A1,noun,학생
studio,B1,noun,사진관
study,A2,noun,공부하다
stuff,A2,noun,물건
stuffed,B1,adjective,채워진 것
stumble,B1,verb,채이기
stun,B1,verb,충격
stunning,B1,adjective,굉장히 멋진
stupid,B1,adjective,멍청한
style,A2,noun,스타일
stylish,B1,adjective,세련된
stylist,B2,noun,문장가
subconscious,B1,adjective,잠재 의식
subcontinent,B2,noun,아대륙
subculture,B2,noun,하위 문화
subdivision,B2,noun,재분
subject,A1,noun,주제
subjunctive,B2,noun,가정법
submarine,B1,noun,잠수함
submit,B2,verb,제출하다
subplot,B2,noun,서브 플롯
subside,B2,verb,앉다
substance,B2,noun,물질
substantial,B1,adjective,상당한
substitute,B1,noun,대리자
subtitle,B2,noun,부제
subtle,B2,adjective,미묘한
subtract,B2,verb,덜다
suburb,B2,noun,근교
subway,A1,noun,지하철
succeed,A2,verb,성공하다
success,A2,noun,성공
successful,A1,adjective,성공적인
successfully,A2,adverb,성공적으로
successive,B2,adjective,연속
suck,B2,verb,빨다
sudden,A2,adjective,갑자기
suddenly,B1,adverb,갑자기
sue,B2,verb,고소하다
suffer,B1,verb,시달리다
suffering,B2,noun,고통
sufficient,B1,adjective,충분한
sufficiently,B2,adverb,충분히
suffix,B1,noun,접미사
sugar,A1,noun,설탕
suggest,A2,verb,제안하다
suggestion,A1,noun,제안
suicide,B1,noun,자살
suit,A2,noun,정장
suitable,A2,adjective,적합한
suitably,B2,adverb,적절하게
suitcase,A2,noun,가방
sulfur/sulphur,B2,noun,유황의
sum,A1,noun,합집합
summarize/summarise,B1,verb,요약
summary,A2,noun,요약
summer,A1,noun,여름
summit,B1,noun,정상 회담
sun,A1,noun,해
sunbathe,B1,verb,일광욕
sunbeam,B2,noun,선봉
Sunday,A1,noun,일요일
sundial,B1,noun,해시계
sunflower,A2,noun,해바라기
sunglasses,A2,noun,색안경
sunlight,A2,noun,햇빛
sunny,A1,adjective,화창한
sunrise,B1,noun,해돋이
sunset,B1,noun,일몰
sunshine,A1,noun,햇빛
super,A1,adjective,감독자
superb,B2,adjective,훌륭한
superintendent,B2,noun,감독
superior,B1,adjective,우수한
superlative,A2,noun,최고의
supermarket,A1,noun,슈퍼마켓
supernatural,B2,adjective,신의 조화
superstar,A2,noun,슈퍼 스타
superstition,B1,noun,미신
supervise,B2,verb,감독
supervision,B2,noun,감독
supervisor,B2,noun,감독자
supper,A2,noun,저녁
supplement,B2,noun,보충
supplier,B2,noun,공급 업체
supply,B1,noun,공급
support,A2,noun,지원하다
supporter,B1,noun,서포터
supportive,B1,adjective,지지적
suppose,B1,verb,가정하다
supposedly,B1,adverb,아마도
suppress,B2,verb,막다
sure,A1,adjective,확신하는
surely,B1,adverb,확실히
surf,A1,noun,서핑
surface,B1,noun,표면
surfing,A2,noun,서핑
surge,B2,noun,급등하다
surgeon,B1,noun,외과 의사
surgery,B1,noun,수술
surname,A2,noun,성
surprise,A1,noun,놀라다
surprised,A2,adjective,놀란
surprising,A2,adjective,놀라운
surprisingly,B1,adverb,놀랍게도
surrender,B2,verb,항복
surround,B1,verb,둘러 싸다
surrounding,B1,adjective,주변
surroundings,B2,noun,주위
surveillance,B2,noun,감시
survey,A1,noun,조사
survival,B1,noun,활착
survive,A2,verb,생존하다
survivor,B1,noun,살아남은 사람
suspect,B1,noun,의심하다
suspend,B2,verb,유예하다
suspicion,B1,noun,의심
suspicious,B2,adjective,의심스러운
suspiciously,B2,adverb,의심스럽게
sustain,B2,verb,지속시키다
swallow,A2,verb,삼키다
swan,B2,noun,백조
swarm,B1,noun,군단
swear,B1,verb,욕을 하다
sweat,B1,noun,땀
sweater,A2,noun,스웨터
sweatshirt,B1,noun,스웨트 셔츠
sweep,B2,verb,스위프
sweet,A1,adjective,달콤한
sweetheart,A2,noun,여보
swell,B1,verb,팽창
swift,B2,adjective,빠른
swim,A1,noun,수영
swimmer,B1,noun,수영 선수
swimming,A1,noun,수영
swimming costume,A2,noun,수영 의상
swimming pool,A1,noun,수영장
swimsuit,A2,noun,수영복
swing,B2,noun,그네
switch,B1,noun,스위치
swollen,B1,adjective,부푼
sword,B1,noun,검
syllable,B2,noun,음절
symbol,A2,noun,상징
symbolic,B2,adjective,상징적
sympathetic,B2,adjective,교감 신경
sympathize/sympathise,B2,verb,동정
sympathy,B1,noun,동정
symphony,A2,noun,교향곡
symptom,B1,noun,징후
syndrome,B1,noun,증후군
synonym,B2,noun,동의어
system,A2,noun,체계
systematic,B1,adjective,체계적인
table,A1,noun,테이블
table tennis,A2,noun,탁구
tablecloth,B2,noun,식탁보
tablespoon,A2,noun,큰 스푼
tablet,B1,noun,태블릿
tabloid,B2,adjective,정제
tack,B2,verb,압정
tackle,B2,verb,태클
tactile,B2,adjective,촉각
tag,B2,noun,꼬리표
tail,B2,noun,꼬리
take,B1,noun,가져가다
takeaway,B1,noun,테이크 아웃
takeoff/take-off,B1,noun,이륙
tale,B1,noun,이야기
talent,A2,noun,재능
talented,B1,adjective,재간 있는
talk,B1,noun,말하다
talkative,B1,adjective,말이
tall,A1,adjective,키가 큰
tame,B2,adjective,길들인
tan,B2,noun,탠 껍질
tank,B1,noun,탱크
tanned,B2,adjective,검게 그을린
tap,A2,noun,수도꼭지
tape,A2,noun,줄자
target,A2,noun,표적
task,A2,noun,일
taste,B1,noun,맛
tasteless,B1,adjective,맛없는
tasty,B1,adjective,맛있는
tatter,B2,noun,갈가리 찢다
tattoo,B2,noun,타투
taunt,B2,noun,조롱
tax,B1,noun,세
taxi,A1,noun,택시
tea,A1,noun,차
teach,A1,verb,가르치다
teacher,A1,noun,선생님
teaching,B1,noun,가르치는
team,A1,noun,팀
teammate,B1,noun,팀원
teamwork,B1,noun,팀워크
tear,A2,noun,눈물
tease,B1,noun,놀리다
teaspoon,B2,noun,티스푼
technical,B2,adjective,인위적인
technically,B2,adverb,기술적으로
technique,B1,noun,기술
technological,B1,adjective,기술
technology,A1,noun,기술
teen,B1,noun,비탄
teenage,A2,adjective,십대
teenager,A2,noun,십대
telecommunications,B1,noun,통신
telegram,B1,noun,전보
telephone,A1,noun,전화
telescope,B2,noun,망원경
television,A1,noun,텔레비전
tell,A1,verb,말하다
teller,B1,noun,말하는 사람
temper,B1,noun,성질
temperate,B2,adjective,삼가는
temperature,A2,noun,온도
temple,A1,noun,절
temporarily,B2,adverb,일시적으로
temporary,B1,adjective,일시적인
tempt,B1,verb,유혹
temptation,B2,noun,유혹
ten,A1,number,십
tend,B1,verb,추세
tendency,B1,noun,성향
tender,B2,adjective,부드러운
tenderly,B2,adverb,부드럽게
tenderness,B2,noun,유연함
tennis,A1,noun,테니스
tense,B1,adjective,시제
tension,B1,noun,긴장
tent,B1,noun,텐트
term,B1,noun,용어
terminal,B1,noun,단말기
terrace,B2,noun,테라스
terrible,A1,adjective,끔찍한
terribly,B1,adverb,몹시
terrific,B1,adjective,훌륭한
terrified,B1,adjective,겁
terrify,A2,verb,겁나게 하다
terrifying,B2,adjective,겁나게 하는
territory,B2,noun,지역
terror,B1,noun,공포
terrorism,B1,noun,테러
terrorist,A2,adjective,테러리스트
test,A1,noun,시험
testify,B2,verb,증언
testimony,B2,noun,고백
text,A2,noun,텍스트
text message,A2,noun,문자 메세지
textbook,A2,noun,교과서
than,A1,conjunction,~보다
thank,A1,verb,감사하다
thankful,B1,adjective,감사한
thanks,A1,noun,감사해요
theater/theatre,A1,noun,극장
theft,B1,noun,훔침
theirs,A2,pronoun,그들의 것
them,A1,pronoun,그들을
theme,B2,noun,주제
themselves,A2,pronoun,그들 자신
then,A1,adverb,그 다음에
theorist,B2,noun,이론가
theory,B1,noun,이론
therapist,B2,noun,치료사
therapy,B2,noun,요법
there,A1,adverb,거기
thereafter,B2,adverb,그후에
therefore,A2,adverb,그러므로
thermometer,B2,noun,온도계
thesis,B2,noun,명제
they,A1,pronoun,그들
thick,A1,adjective,두꺼운
thickly,B2,adverb,두껍게
thickness,B2,noun,두께
thief,A2,noun,도둑
thigh,B2,noun,대퇴골
thin,A1,adjective,얇은
thing,A1,noun,물건
think,A1,verb,생각하다
thinker,B2,noun,사상가
third,A2,adjective,제삼
third person,B2,noun,제삼자
thirdly,B2,adverb,셋째
thirst,B2,noun,갈증
thirsty,A2,adjective,목마른
thirteen,A1,number,열셋
thirty,A1,number,서른
thorough,B1,adjective,철저한
thoroughly,B2,adverb,철저히
though,B2,adverb,그렇지만
thought,A2,noun,생각
thoughtful,B2,adjective,인정 있는
thoughtless,B2,adjective,인정 없는
thousand,A2,number,천
thread,B2,noun,실
threat,B1,noun,위협
threaten,B2,verb,위협
threatening,B1,adjective,험악한
three,A1,number,삼
thrill,B2,noun,스릴
thrilled,B2,adjective,감격한
thriller,B1,noun,스릴러
thrilling,B2,adjective,떨리는
throat,B2,noun,목
through,B1,adverb,~을 통해
throughout,B1,preposition,~ 내내
throw,A1,noun,던지다
thumb,B1,noun,무지
thump,B1,verb,딸꾹질
thunder,B1,noun,우뢰
thunderous,B1,adjective,불온한
thunderstorm,A2,noun,뇌우
Thursday,A1,noun,목요일
thus,B1,adverb,따라서
tick,B1,noun,진드기
ticket,A1,noun,티켓
tickle,B2,verb,간지럼
tide,B1,noun,조류
tidy,A2,adjective,정돈하다
tie,A2,noun,묶다
tiger,A1,noun,호랑이
tight,A1,adjective,단단한
tighten,B1,verb,죄다
tightly,B1,adverb,단단히
tightrope,B2,noun,팽팽한 줄
tights,A2,noun,타이츠
tile,B1,noun,타일
till,B1,conjunction,...까지
time,A1,noun,시간
timeless,B2,adjective,영원한
timeliness,B2,noun,적시
timely,B1,adjective,시기 적절한
times,B2,preposition,타임스
timetable,A2,noun,시간표
timing,B2,noun,타이밍
tin,B1,noun,주석
tiny,B1,adjective,매우 작은
tip,A2,noun,팁
tiptoe,B2,verb,발끝
tire,B1,verb,타이어
tired,A1,adjective,피곤한
tiredness,B2,noun,피곤함
tiresome,B2,adjective,귀찮은
tiring,B1,adjective,지루한
tissue,B1,noun,조직
title,A2,noun,제목
to,A1,infinitive-to,에게
toast,A2,noun,토스트
tobacco,B1,noun,담배
today,A1,adverb,오늘
toe,A2,noun,발가락
toenail,B2,noun,발톱
together,A1,adverb,함께
toil,B2,verb,수고
toilet,A1,noun,화장실
tolerant,B2,adjective,관대한
tolerate,B2,verb,참다
toll,B2,noun,통행료
tomato,A1,noun,토마토
tomb,B2,noun,무덤
tomorrow,A1,adverb,내일
ton,B2,noun,톤
tone,A2,noun,음정
tongue,B1,noun,혀
tonight,A1,adverb,오늘 밤
too,A1,adverb,~도
tool,A1,noun,도구
tooth,A1,noun,이빨
toothache,A2,noun,치통
toothbrush,A2,noun,칫솔
toothpaste,B1,noun,치약
top,B1,adjective,맨 위
topic,A1,noun,주제
torch,B2,noun,토치
tornado,B1,noun,폭풍
tortoiseshell,B2,noun,별갑
torture,B2,verb,고문
toss,B1,verb,던져 올림
total,B1,adjective,총
totally,B1,adverb,완전히
touch,A1,noun,만지다
tough,B2,adjective,힘든
tour,A2,noun,관광
tour guide,A2,noun,여행 가이드
tourism,B1,noun,관광 여행
tourist,A2,noun,관광객
tournament,B1,noun,토너먼트
toward/towards,A2,preposition,쪽으로
towel,A1,noun,수건
tower,A1,noun,탑
town,A1,noun,도시
toxic,B2,adjective,독성
toy,A1,noun,장난감
trace,B1,noun,추적하다
track,A2,noun,길
tracksuit,B1,noun,운동복
trade,A2,noun,거래
trader,B2,noun,상인
tradition,A2,noun,전통
traditional,A2,adjective,전통적인
traditionally,B1,adverb,전통적으로
traffic,A2,noun,교통
traffic jam,B1,noun,교통 체증
traffic light,A2,noun,신호등
tragedy,B1,noun,비극
tragic,B1,adjective,비참한
trail,B1,noun,자취
trailer,B2,noun,트레일러
train,A1,noun,기차
trainee,B2,noun,연습생
trainer,B2,noun,훈련자
training,A2,noun,훈련
